frame,landmark,x,y,z,visibility
2,27,-0.037406813,0.06305487,0.10323158,1.0
2,28,-0.14992611,0.12369884,-0.09556143,1.0
2,29,-0.071914315,0.036135763,0.11263169,1.0
2,30,-0.17041488,0.08851421,-0.1339941,1.0
2,31,-0.0059154527,-0.020937625,0.10251817,1.0
2,32,-0.09995569,0.06961872,-0.19164132,1.0
3,0,0.034972794,1.4058765,-0.11364457,1.0
3,1,0.0063104066,1.4150091,-0.10289441,1.0
3,2,0.018205862,1.4371169,-0.09727138,1.0
3,3,0.016408823,1.4204507,-0.09976106,1.0
3,4,0.012288938,1.4278376,-0.14783695,1.0
3,5,0.017331794,1.4405966,-0.16733764,1.0
3,6,0.023125013,1.4205632,-0.1357073,1.0
3,7,-0.035042927,1.4248718,-0.047543123,1.0
3,8,-0.05796014,1.346439,-0.1430474,1.0
3,9,0.02715871,1.4109054,-0.084740035,1.0
3,10,0.025850745,1.3664654,-0.13676883,1.0
3,11,0.009404089,1.3387772,0.0771877,1.0
3,12,-0.080336556,1.2810471,-0.084039755,1.0
3,13,0.0968406,1.4687376,0.108859845,1.0
3,14,-0.07518974,0.99365216,-0.18475586,1.0
3,15,0.18666339,1.6056075,0.14602524,1.0
3,16,-0.15171738,0.79826707,-0.25766018,1.0
3,17,0.20838091,1.6429561,0.14379644,1.0
3,18,-0.14847952,0.7778292,-0.28447607,1.0
3,19,0.19943883,1.661688,0.13924606,1.0
3,20,-0.1338485,0.80460846,-0.30991662,1.0
3,21,0.20790793,1.5907925,0.1324559,1.0
3,22,-0.14836113,0.80482465,-0.25985196,1.0
3,23,0.045461196,0.78360415,0.08829357,1.0
3,24,-0.036330927,0.7961046,-0.103906214,1.0
3,25,0.072808206,0.4154413,0.047934186,1.0
3,26,0.01766089,0.47899896,-0.120170765,1.0
3,27,-0.0359566,0.06391753,0.10770069,1.0
3,28,-0.15549108,0.118185915,-0.09528464,1.0
3,29,-0.07124872,0.037508275,0.1170785,1.0
3,30,-0.17498381,0.08219782,-0.13313419,1.0
3,31,-0.004937579,-0.020389356,0.10540569,1.0
3,32,-0.10350202,0.06267906,-0.19380814,1.0
4,0,0.033003323,1.4046762,-0.11368388,1.0
4,1,0.0044420576,1.4141855,-0.102565035,1.0
4,2,0.016149426,1.4364338,-0.09675032,1.0
4,3,0.0136761265,1.4199401,-0.09983404,1.0
4,4,0.009797872,1.4269246,-0.14814351,1.0
4,5,0.015664412,1.4395852,-0.16687359,1.0
4,6,0.021184586,1.4197999,-0.13585222,1.0
4,7,-0.03609913,1.4253826,-0.047347285,1.0
4,8,-0.059089236,1.3469044,-0.14212336,1.0
4,9,0.025252402,1.4106672,-0.08436974,1.0
4,10,0.024740024,1.365826,-0.13592875,1.0
4,11,0.008904085,1.3390974,0.07984543,1.0
4,12,-0.08018367,1.2815675,-0.083062835,1.0
4,13,0.09338852,1.4659828,0.114428625,1.0
4,14,-0.07518858,0.9951292,-0.17938901,1.0
4,15,0.18242502,1.6023799,0.15279053,1.0
4,16,-0.15129666,0.79956806,-0.24946222,1.0
4,17,0.20341308,1.6407495,0.1506484,1.0
4,18,-0.14788064,0.7814166,-0.2755997,1.0
4,19,0.19485304,1.6590999,0.14601445,1.0
4,20,-0.13409533,0.8077511,-0.30101493,1.0
4,21,0.20363988,1.5889788,0.13959506,1.0
4,22,-0.14807157,0.8074671,-0.25145632,1.0
4,23,0.046109382,0.78445,0.08872509,1.0
4,24,-0.036823012,0.7975667,-0.10483519,1.0
4,25,0.074783824,0.41758174,0.046284284,1.0
4,26,0.016813941,0.47863477,-0.1213929,1.0
4,27,-0.03665166,0.06510448,0.105114184,1.0
4,28,-0.15669204,0.12014521,-0.09341553,1.0
4,29,-0.072366595,0.038102593,0.11396271,1.0
4,30,-0.17651716,0.083877094,-0.13029414,1.0
4,31,-0.0064421445,-0.020805975,0.102695726,1.0
4,32,-0.10421774,0.062931426,-0.19055091,1.0
5,0,0.033115663,1.409727,-0.109101005,1.0
5,1,0.0050380593,1.4194058,-0.09708175,1.0
5,2,0.017028084,1.4427894,-0.091292195,1.0
5,3,0.01376086,1.4259284,-0.09511195,1.0
5,4,0.010090527,1.432658,-0.1432206,1.0
5,5,0.017110359,1.4443957,-0.16204599,1.0
5,6,0.021420944,1.4250053,-0.13166703,1.0
5,7,-0.035833932,1.4336792,-0.043186825,1.0
5,8,-0.058094565,1.3566867,-0.13662171,1.0
5,9,0.025130736,1.4179899,-0.078496546,1.0
5,10,0.02513024,1.3718845,-0.12992004,1.0
5,11,0.007670043,1.348967,0.086983085,1.0
5,12,-0.078876555,1.2951899,-0.07710668,1.0
5,13,0.092112795,1.4729501,0.12195077,1.0
5,14,-0.074789606,1.0095427,-0.17163423,1.0
5,15,0.18035303,1.6080331,0.15988077,1.0
5,16,-0.15052477,0.8131602,-0.24381605,1.0
5,17,0.20135784,1.646853,0.15661064,1.0
5,18,-0.14862013,0.79754937,-0.2699414,1.0
5,19,0.19230446,1.6651734,0.15265039,1.0
5,20,-0.13403961,0.82227296,-0.29522058,1.0
5,21,0.20162308,1.5950288,0.14749023,1.0
5,22,-0.14843047,0.8217352,-0.24538478,1.0
5,23,0.0448521,0.7975943,0.0886696,1.0
5,24,-0.035066016,0.8101502,-0.10561591,1.0
5,25,0.06886705,0.4257079,0.046439715,1.0
5,26,0.030194353,0.49126002,-0.12474132,1.0
5,27,-0.03781687,0.066481695,0.10108729,1.0
5,28,-0.14783826,0.13557452,-0.09691512,1.0
5,29,-0.073320046,0.037787315,0.1092888,1.0
5,30,-0.16898236,0.099332586,-0.13291189,1.0
5,31,-0.0060625914,-0.022026338,0.099119104,1.0
5,32,-0.09450547,0.07628727,-0.19222489,1.0
6,0,0.033772666,1.4070184,-0.1090774,1.0
6,1,0.0059271385,1.4167632,-0.09642753,1.0
6,2,0.017477786,1.4405774,-0.09027118,1.0
6,3,0.01370407,1.4233886,-0.09468508,1.0
6,4,0.01027385,1.4303429,-0.14333563,1.0
6,5,0.018425813,1.4415361,-0.1618766,1.0
6,6,0.022041447,1.422545,-0.13187113,1.0
6,7,-0.036240965,1.4323083,-0.043196447,1.0
6,8,-0.057845652,1.3561627,-0.13745451,1.0
6,9,0.025140442,1.4158472,-0.07764189,1.0
6,10,0.025725344,1.3695362,-0.12915489,1.0
6,11,0.0060272794,1.347686,0.088305146,1.0
6,12,-0.07843966,1.2952288,-0.077578574,1.0
6,13,0.08883389,1.4689598,0.12321418,1.0
6,14,-0.07476594,1.0114999,-0.17052133,1.0
6,15,0.17341813,1.6022038,0.16046318,1.0
6,16,-0.14972454,0.81414866,-0.2411798,1.0
6,17,0.1937722,1.6412051,0.15669319,1.0
6,18,-0.14755355,0.8008732,-0.2668715,1.0
6,19,0.18402337,1.659876,0.15336081,1.0
6,20,-0.13341382,0.82460064,-0.29173523,1.0
6,21,0.19441313,1.5902199,0.14857051,1.0
6,22,-0.14780037,0.82369405,-0.2424421,1.0
6,23,0.044817667,0.7973887,0.08894369,1.0
6,24,-0.03465309,0.8098348,-0.10627526,1.0
6,25,0.069554836,0.42619622,0.04608935,1.0
6,26,0.030829404,0.4901571,-0.12492762,1.0
6,27,-0.0388486,0.067443416,0.09994917,1.0
6,28,-0.14752293,0.13431866,-0.09521986,1.0
6,29,-0.07434496,0.03807617,0.10781251,1.0
6,30,-0.16936341,0.09757485,-0.13019744,1.0
6,31,-0.007961475,-0.02251432,0.098542966,1.0
6,32,-0.093926854,0.07434652,-0.18986356,1.0
7,0,0.034267154,1.4048508,-0.10818792,1.0
7,1,0.006622443,1.4147873,-0.095767155,1.0
7,2,0.017987667,1.4391747,-0.08893868,1.0
7,3,0.01350155,1.4215983,-0.094011,1.0
7,4,0.010556397,1.4289597,-0.14269073,1.0
7,5,0.019989539,1.4391906,-0.16152956,1.0
7,6,0.022809565,1.4207523,-0.13169377,1.0
7,7,-0.037141457,1.4319813,-0.044054378,1.0
7,8,-0.056693465,1.3571364,-0.1389844,1.0
7,9,0.024775986,1.4144229,-0.07624907,1.0
7,10,0.026078058,1.3681816,-0.12772122,1.0
7,11,0.0024069184,1.3480147,0.08851001,1.0
7,12,-0.07786565,1.298408,-0.07838633,1.0
7,13,0.082486235,1.4661165,0.12309221,1.0
7,14,-0.07504323,1.0164547,-0.17124882,1.0
7,15,0.16405347,1.5985563,0.16059096,1.0
7,16,-0.14805822,0.81865907,-0.24279942,1.0
7,17,0.18458317,1.6378667,0.15636997,1.0
7,18,-0.14522591,0.8070026,-0.26863438,1.0
7,19,0.17430915,1.6566136,0.15390629,1.0
7,20,-0.13093458,0.8301709,-0.29304847,1.0
7,21,0.18564898,1.5868905,0.14900315,1.0
7,22,-0.14627741,0.8288168,-0.24382079,1.0
7,23,0.044087455,0.79946005,0.08912341,1.0
7,24,-0.033137463,0.8117667,-0.10654459,1.0
7,25,0.0696129,0.42728877,0.047003925,1.0
7,26,0.032841165,0.49202377,-0.1255801,1.0
7,27,-0.040570457,0.06976704,0.10083164,1.0
7,28,-0.14646082,0.13640344,-0.09417589,1.0
7,29,-0.076157354,0.039811946,0.10838926,1.0
7,30,-0.16898835,0.09957872,-0.1282243,1.0
7,31,-0.01128905,-0.022745417,0.100565895,1.0
7,32,-0.092449576,0.075177245,-0.18758816,1.0
8,0,0.03508972,1.4027315,-0.10879391,1.0
8,1,0.0072360476,1.4122651,-0.09598927,1.0
8,2,0.018429508,1.4372513,-0.089098915,1.0
8,3,0.013177323,1.4193423,-0.09427679,1.0
8,4,0.011168278,1.4271114,-0.14333513,1.0
8,5,0.021306548,1.436617,-0.16256344,1.0
8,6,0.0238701,1.4186558,-0.13282025,1.0
8,7,-0.038841955,1.4312942,-0.04577473,1.0
8,8,-0.055920966,1.3569676,-0.14216386,1.0
8,9,0.02430353,1.4128256,-0.076163426,1.0
8,10,0.026488004,1.3662622,-0.12775484,1.0
8,11,-0.002064339,1.3477904,0.087607786,1.0
8,12,-0.07777143,1.2988212,-0.08081296,1.0
8,13,0.07525449,1.4638096,0.12200684,1.0
8,14,-0.07542933,1.0183723,-0.17296426,1.0
8,15,0.15627758,1.5941913,0.15806046,1.0
8,16,-0.14705692,0.8200077,-0.24406742,1.0
8,17,0.17722245,1.6333686,0.15311417,1.0
8,18,-0.14321291,0.8102941,-0.26940802,1.0
8,19,0.166684,1.6520431,0.15118325,1.0
8,20,-0.12931523,0.83281726,-0.29303226,1.0
8,21,0.17828235,1.5825026,0.14639764,1.0
8,22,-0.1451302,0.8309269,-0.24435863,1.0
8,23,0.04336372,0.7992811,0.089257956,1.0
8,24,-0.031521853,0.8111628,-0.106845796,1.0
8,25,0.06950177,0.42602795,0.048333313,1.0
8,26,0.03284974,0.48977518,-0.12596308,1.0
8,27,-0.04379862,0.07271023,0.10671625,1.0
8,28,-0.14926186,0.13179913,-0.09342388,1.0
8,29,-0.07929129,0.042235427,0.11490691,1.0
8,30,-0.17259292,0.09481282,-0.12660448,1.0
8,31,-0.01691423,-0.022993952,0.10994021,1.0
8,32,-0.095587805,0.069350705,-0.18636374,1.0
9,0,0.03586491,1.4012308,-0.10820692,1.0
9,1,0.008164534,1.410947,-0.095549524,1.0
9,2,0.019415889,1.4360503,-0.088034585,1.0
9,3,0.013358931,1.4181688,-0.09343249,1.0
9,4,0.0115969125,1.4263555,-0.14302376,1.0
9,5,0.022646312,1.4350839,-0.16283664,1.0
9,6,0.024306906,1.417731,-0.13290752,1.0
9,7,-0.039362647,1.4311786,-0.046266552,1.0
9,8,-0.055319816,1.3576536,-0.14355929,1.0
9,9,0.0242757,1.4119301,-0.07489876,1.0
9,10,0.026718413,1.3652111,-0.12669659,1.0
9,11,-0.004887044,1.3476499,0.08763485,1.0
9,12,-0.077472456,1.3002415,-0.08152,1.0
9,13,0.07004109,1.4603113,0.12091267,1.0
9,14,-0.07579335,1.0222771,-0.17455846,1.0
9,15,0.14497824,1.5859774,0.15587738,1.0
9,16,-0.14550433,0.8238342,-0.24562034,1.0
9,17,0.16548686,1.6241657,0.15031095,1.0
9,18,-0.14084779,0.81601644,-0.27062985,1.0
9,19,0.15365663,1.642612,0.1488674,1.0
9,20,-0.12670183,0.83807385,-0.293209,1.0
9,21,0.16697493,1.5737817,0.1442389,1.0
9,22,-0.1437912,0.835353,-0.24502361,1.0
9,23,0.043217365,0.80023515,0.0892089,1.0
9,24,-0.030391708,0.81195885,-0.10709244,1.0
9,25,0.067704365,0.42463872,0.0495149,1.0
9,26,0.033972535,0.48965836,-0.12638067,1.0
9,27,-0.045025356,0.07415578,0.10649271,1.0
9,28,-0.14902897,0.12891722,-0.095930085,1.0
9,29,-0.08012668,0.043369755,0.11466028,1.0
9,30,-0.17304605,0.09126064,-0.12814689,1.0
9,31,-0.019499026,-0.023240179,0.11083096,1.0
9,32,-0.09497679,0.065561764,-0.18888399,1.0
10,0,0.036697697,1.4013313,-0.1096742,1.0
10,1,0.008961987,1.4107783,-0.096850514,1.0
10,2,0.019941345,1.4359615,-0.08904321,1.0
10,3,0.013378876,1.4182503,-0.09452434,1.0
10,4,0.012187796,1.4266213,-0.1447375,1.0
10,5,0.023771659,1.4343823,-0.16533229,1.0
10,6,0.024884352,1.4176755,-0.13460279,1.0
10,7,-0.04067903,1.4318345,-0.049402937,1.0
10,8,-0.054797713,1.3587885,-0.14751174,1.0
10,9,0.024192331,1.4121233,-0.07584095,1.0
10,10,0.026605362,1.365425,-0.12825617,1.0
10,11,-0.008573198,1.3479053,0.082867,1.0
10,12,-0.07645489,1.3012632,-0.085143626,1.0
10,13,0.06499232,1.4596525,0.11210092,1.0
10,14,-0.07626745,1.0240654,-0.18058231,1.0
10,15,0.13789137,1.5809963,0.14497416,1.0
10,16,-0.14200938,0.8250342,-0.2511683,1.0
10,17,0.15950687,1.6176115,0.1382877,1.0
10,18,-0.13602725,0.8179732,-0.27594966,1.0
10,19,0.14677459,1.6356183,0.13747607,1.0
10,20,-0.12131186,0.83962756,-0.29687658,1.0
10,21,0.16068096,1.5674478,0.13301657,1.0
10,22,-0.14017506,0.8361553,-0.24948546,1.0
10,23,0.042554222,0.80138844,0.08846989,1.0
10,24,-0.028824456,0.81231076,-0.106361724,1.0
10,25,0.06439655,0.42406866,0.050202187,1.0
10,26,0.03604886,0.48906857,-0.12539238,1.0
10,27,-0.04887089,0.07551121,0.106263675,1.0
10,28,-0.14831063,0.124744676,-0.096515656,1.0
10,29,-0.08389827,0.044615865,0.11511451,1.0
10,30,-0.17329937,0.08640498,-0.12775874,1.0
10,31,-0.026358187,-0.023676768,0.11239564,1.0
10,32,-0.09470082,0.061174363,-0.18969081,1.0
11,0,0.037383415,1.4033154,-0.114351496,1.0
11,1,0.009368331,1.412593,-0.10115032,1.0
11,2,0.020298906,1.4371833,-0.09328263,1.0
11,3,0.013540399,1.4198215,-0.09852473,1.0
11,4,0.01268127,1.4282068,-0.14927632,1.0
11,5,0.024242923,1.435243,-0.16999154,1.0
11,6,0.024824029,1.4195669,-0.13885868,1.0
11,7,-0.041420564,1.4332675,-0.053605422,1.0
11,8,-0.05431858,1.3599817,-0.1530184,1.0
11,9,0.023897283,1.4131806,-0.079649396,1.0
11,10,0.026605962,1.3664738,-0.13193987,1.0
11,11,-0.0095412005,1.3490336,0.078578755,1.0
11,12,-0.075134255,1.302411,-0.08960675,1.0
11,13,0.06576965,1.4606544,0.10688543,1.0
11,14,-0.074877895,1.024561,-0.18409298,1.0
11,15,0.13546431,1.5780147,0.13832013,1.0
11,16,-0.13766426,0.82416445,-0.25246477,1.0
11,17,0.15790679,1.6133398,0.13105887,1.0
11,18,-0.13034907,0.8171443,-0.27722505,1.0
11,19,0.14324707,1.6304235,0.13105695,1.0
11,20,-0.11635645,0.8390705,-0.2973602,1.0
11,21,0.1583552,1.5636431,0.12673858,1.0
11,22,-0.13522585,0.83527523,-0.25025365,1.0
11,23,0.042827304,0.8018178,0.08853501,1.0
11,24,-0.02837208,0.8129232,-0.10708874,1.0
11,25,0.065394275,0.42422044,0.051191114,1.0
11,26,0.03293186,0.48939806,-0.12686753,1.0
11,27,-0.050847895,0.07920868,0.10917685,1.0
11,28,-0.14984427,0.1201965,-0.10227453,1.0
11,29,-0.08561145,0.047784664,0.11857632,1.0
11,30,-0.17522621,0.08210067,-0.13323429,1.0
11,31,-0.030767716,-0.020923661,0.11714754,1.0
11,32,-0.09500815,0.05693441,-0.1971958,1.0
12,0,0.036814943,1.4070209,-0.117192805,1.0
12,1,0.009255474,1.4162297,-0.10459173,1.0
12,2,0.019874752,1.4404844,-0.09611465,1.0
12,3,0.012917793,1.4236311,-0.10130484,1.0
12,4,0.012125254,1.4321032,-0.15221354,1.0
12,5,0.023929339,1.4383101,-0.17352536,1.0
12,6,0.024265805,1.4234128,-0.14196208,1.0
12,7,-0.042918347,1.4375111,-0.058238965,1.0
12,8,-0.05420395,1.3638752,-0.1574577,1.0
12,9,0.023002528,1.4166352,-0.08212648,1.0
12,10,0.025542924,1.3701943,-0.1346685,1.0
12,11,-0.011608664,1.3533448,0.07268076,1.0
12,12,-0.07404801,1.3057168,-0.09300367,1.0
12,13,0.064288996,1.4648043,0.09722177,1.0
12,14,-0.07325086,1.0265126,-0.18976635,1.0
12,15,0.13114889,1.579801,0.12659495,1.0
12,16,-0.13312678,0.82589936,-0.258433,1.0
12,17,0.15449607,1.6143553,0.11828326,1.0
12,18,-0.124767296,0.81834835,-0.2826986,1.0
12,19,0.13896956,1.6309952,0.11898431,1.0
12,20,-0.11044045,0.84104395,-0.3021269,1.0
12,21,0.15475176,1.5642495,0.11468523,1.0
12,22,-0.1308897,0.83631706,-0.25543785,1.0
12,23,0.04251424,0.8061749,0.08782783,1.0
12,24,-0.026803952,0.81681806,-0.10607754,1.0
12,25,0.062241443,0.42631516,0.05181844,1.0
12,26,0.03432904,0.49226415,-0.12561803,1.0
12,27,-0.051503845,0.08168498,0.10921437,1.0
12,28,-0.14943102,0.12012051,-0.10134279,1.0
12,29,-0.085557155,0.049882904,0.11909844,1.0
12,30,-0.1754092,0.081538886,-0.13129379,1.0
12,31,-0.031916946,-0.01957287,0.11829929,1.0
12,32,-0.09513699,0.05593402,-0.19497937,1.0
13,0,0.03578195,1.4104553,-0.118747056,1.0
13,1,0.008021771,1.419785,-0.10631217,1.0
13,2,0.018456118,1.4441564,-0.097811095,1.0
13,3,0.011041868,1.4274226,-0.10331165,1.0
13,4,0.010714822,1.4355783,-0.15381972,1.0
13,5,0.022803906,1.4417998,-0.17587404,1.0
13,6,0.023273911,1.4268638,-0.14387563,1.0
13,7,-0.045486458,1.4413043,-0.06177415,1.0
13,8,-0.05443063,1.3673345,-0.1606532,1.0
13,9,0.021196468,1.420465,-0.0837206,1.0
13,10,0.024383051,1.3739252,-0.13622218,1.0
13,11,-0.014444513,1.3568258,0.06972499,1.0
13,12,-0.07360053,1.3083888,-0.09634998,1.0
13,13,0.062292323,1.4670807,0.0940951,1.0
13,14,-0.071649455,1.0273331,-0.19458887,1.0
13,15,0.12818478,1.5805476,0.12392887,1.0
13,16,-0.12814073,0.8270495,-0.26514357,1.0
13,17,0.15169188,1.6144968,0.1148705,1.0
13,18,-0.11880309,0.8192347,-0.28953865,1.0
13,19,0.13630576,1.6308706,0.11639254,1.0
13,20,-0.10406667,0.8427832,-0.30835184,1.0
13,21,0.1526456,1.5640812,0.111429356,1.0
13,22,-0.12592955,0.83724594,-0.2615686,1.0
13,23,0.04183938,0.80987394,0.087821215,1.0
13,24,-0.025353376,0.82030547,-0.10558403,1.0
13,25,0.060459763,0.42580414,0.053031135,1.0
13,26,0.036145117,0.49517748,-0.12469136,1.0
13,27,-0.05089724,0.08124502,0.10977995,1.0
13,28,-0.14858398,0.12157745,-0.10063657,1.0
13,29,-0.08496152,0.049553137,0.11965914,1.0
13,30,-0.17487451,0.083252184,-0.13024475,1.0
13,31,-0.031138916,-0.019989803,0.119360775,1.0
13,32,-0.094539784,0.057564817,-0.19376454,1.0
14,0,0.03481411,1.4116747,-0.11838133,1.0
14,1,0.006682132,1.4209907,-0.106243536,1.0
14,2,0.016972873,1.4454666,-0.09765826,1.0
14,3,0.009164375,1.4288714,-0.103649236,1.0
14,4,0.009506793,1.436618,-0.15326677,1.0
14,5,0.021934235,1.4428672,-0.17616367,1.0
14,6,0.022305565,1.4278616,-0.14383392,1.0
14,7,-0.047641665,1.4424367,-0.064130165,1.0
14,8,-0.05345776,1.3678986,-0.1619263,1.0
14,9,0.019925885,1.4218533,-0.08387017,1.0
14,10,0.02384867,1.3751813,-0.13563028,1.0
14,11,-0.016592868,1.3572781,0.06871578,1.0
14,12,-0.07119625,1.3081077,-0.09856556,1.0
14,13,0.059670657,1.4652447,0.09402903,1.0
14,14,-0.06888986,1.0245824,-0.19717562,1.0
14,15,0.124774426,1.5785484,0.12432346,1.0
14,16,-0.119371995,0.8250633,-0.27000806,1.0
14,17,0.14817663,1.6123397,0.11445663,1.0
14,18,-0.10812681,0.8175992,-0.29503104,1.0
14,19,0.13345473,1.6286882,0.11671384,1.0
14,20,-0.09255378,0.8426481,-0.31298992,1.0
14,21,0.15011118,1.5614673,0.11118095,1.0
14,22,-0.116703905,0.83591413,-0.26604548,1.0
14,23,0.04069676,0.8107938,0.08842665,1.0
14,24,-0.023491189,0.8213203,-0.106063694,1.0
14,25,0.06024389,0.42386988,0.056709472,1.0
14,26,0.0373332,0.4958121,-0.12550382,1.0
14,27,-0.051076453,0.082063675,0.119142644,1.0
14,28,-0.14789031,0.12198577,-0.10037653,1.0
14,29,-0.08558334,0.05046455,0.12925433,1.0
14,30,-0.17417935,0.0841993,-0.12928045,1.0
14,31,-0.03144589,-0.019365773,0.1305836,1.0
14,32,-0.09234797,0.057862036,-0.19259228,1.0
15,0,0.034964353,1.4124255,-0.11807674,1.0
15,1,0.0066326614,1.4216849,-0.10544449,1.0
15,2,0.016545633,1.4466125,-0.09671882,1.0
15,3,0.00858773,1.4297447,-0.10319293,1.0
15,4,0.00930741,1.4374415,-0.15278757,1.0
15,5,0.021953909,1.4436952,-0.17580932,1.0
15,6,0.022281574,1.4285635,-0.14348868,1.0
15,7,-0.0485638,1.4433184,-0.06435886,1.0
15,8,-0.05302642,1.3686453,-0.16214125,1.0
15,9,0.019512769,1.4231095,-0.083505616,1.0
15,10,0.024067612,1.376002,-0.13477662,1.0
15,11,-0.018297609,1.3580084,0.06944373,1.0
15,12,-0.07013956,1.3082633,-0.09923327,1.0
15,13,0.05651381,1.4654013,0.09699507,1.0
15,14,-0.065703616,1.0240339,-0.19660142,1.0
15,15,0.12108802,1.5766239,0.12847492,1.0
15,16,-0.11647549,0.8256412,-0.26957262,1.0
15,17,0.14420842,1.6101719,0.118460946,1.0
15,18,-0.105032936,0.81951034,-0.29465044,1.0
15,19,0.1297101,1.6264834,0.12138885,1.0
